Respondent,Hobbyist,Age,CompFreq,CompTotal,Country,CurrencySymbol,EdLevel,Employment,JobSat,NEWDevOps,NEWLearn,NEWOffTopic,NEWOnboardGood,NEWOtherComms,NEWStuck,OrgSize,PlatformDesireNextYear,Gender,UndergradMajor
46209.0,Yes,29.0,Monthly,1600.0,Lithuania,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,No,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos,20 to 99 employees,Android;Linux;Windows,Man,"A natural science (such as biology, chemistry, physics, etc.)"
46298.0,Yes,25.0,Monthly,35000.0,Sweden,SEK,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,Not sure,Yes,No,Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"10,000 or more employees",AWS;Windows;WordPress,Woman,"Information systems, information technology, or system administration"
46299.0,No,24.0,Yearly,775000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Not sure,Once a year,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,20 to 99 employees,Android;iOS,Man,"Computer science, computer engineering, or software engineering"
46336.0,Yes,32.0,Yearly,135000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Every few months,,Yes,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Android;Docker;Google Cloud Platform;iOS;Linux;MacOS;Windows,Woman,"Computer science, computer engineering, or software engineering"
46355.0,Yes,23.0,Monthly,33000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Not sure,No,No,,2 to 9 employees,Android;Docker,Woman,Mathematics or statistics
,Yes,40.0,Monthly,3000.0,Bolivia,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Every few months,No,No,Yes,Meditate;Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,500 to 999 employees,Android;Linux;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
46405.0,Yes,31.0,Yearly,160000.0,Canada,CAD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Not sure,Once every few years,Not sure,Yes,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,20 to 99 employees,,Man,"A health science (such as nursing, pharmacy, radiology, etc.)"
46481.0,Yes,34.0,Yearly,100000.0,United States,USD,Some college/university study without earning a degree,Employed full-time,Very satisfied,Yes,Every few months,No,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic;Do other work and come back later,"10,000 or more employees",AWS;MacOS;Microsoft Azure;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
46494.0,Yes,40.0,Yearly,145000.0,United States,USD,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,Once a year,Yes,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Slack Apps and Integrations,Woman,"A natural science (such as biology, chemistry, physics, etc.)"
46507.0,Yes,36.0,Yearly,200000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once every few years,Not sure,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"10,000 or more employees",AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi,Woman,"A humanities discipline (such as literature, history, philosophy, etc.)"
46514.0,No,30.0,Monthly,44000.0,Israel,ILS,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,No,Yes,No,Call a coworker or friend;Visit Stack Overflow,10 to 19 employees,AWS;Docker;Google Cloud Platform;MacOS;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
46522.0,Yes,28.0,Monthly,14955.0,Brazil,BRL,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Slightly dissatisfied,Yes,Once a year,No,No,Yes,Meditate;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,AWS;Docker;Kubernetes;Linux;Windows,Man,"Computer science, computer engineering, or software engineering"
46528.0,Yes,34.0,Monthly,9000.0,Turkey,TRY,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Once a year,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Visit another developer community (please name):,20 to 99 employees,Kubernetes,Man,"Computer science, computer engineering, or software engineering"
46543.0,No,45.0,Monthly,6100.0,Finland,EUR,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Very satisfied,,Once a year,Not sure,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,Docker;Linux;Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
46575.0,Yes,30.0,Monthly,25000.0,Mexico,MXN,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,,Once a year,Not sure,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,2 to 9 employees,Arduino;Docker;Kubernetes;Linux;Microsoft Azure;Raspberry Pi;WordPress,Woman,"Computer science, computer engineering, or software engineering"
46699.0,Yes,33.0,Yearly,200000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,10 to 19 employees,Docker;Google Cloud Platform;Kubernetes;Linux,Woman,"Computer science, computer engineering, or software engineering"
46706.0,No,33.0,Yearly,20000000.0,Japan,JPY,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,No,No,Yes,,"10,000 or more employees",AWS;Docker;Kubernetes;Linux,Man,"Computer science, computer engineering, or software engineering"
46721.0,No,48.0,Yearly,130000.0,New Zealand,NZD,Some college/university study without earning a degree,Employed full-time,Neither satisfied nor dissatisfied,No,Once a decade,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Android;AWS;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
46760.0,Yes,32.0,Yearly,115000.0,Australia,AUD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,No,Once a year,,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,AWS;Docker;Kubernetes;Linux,Woman,"Computer science, computer engineering, or software engineering"
46779.0,Yes,30.0,Yearly,1992000.0,India,INR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
46836.0,Yes,36.0,Yearly,435348.0,Turkey,TRY,Some college/university study without earning a degree,Employed full-time,Very dissatisfied,Yes,,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,100 to 499 employees,Android;AWS;iOS;Raspberry Pi;Slack Apps and Integrations;Windows,Man,"Computer science, computer engineering, or software engineering"
46849.0,Yes,27.0,Monthly,23000.0,Hong Kong (S.A.R.),HKD,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once a year,Not sure,Yes,Yes,Play games;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,2 to 9 employees,Android;Arduino;AWS;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations;Windows;WordPress,Man,Mathematics or statistics
46850.0,Yes,32.0,Monthly,375000.0,Pakistan,PKR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Yes,Once a year,,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,500 to 999 employees,AWS;Docker;Google Cloud Platform;Kubernetes,Man,"Computer science, computer engineering, or software engineering"
46859.0,Yes,38.0,Monthly,100000.0,Russian Federation,RUB,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Not sure,No,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,Linux,Man,"A natural science (such as biology, chemistry, physics, etc.)"
46864.0,Yes,27.0,Monthly,207500.0,Russian Federation,RUB,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,Yes,Yes,Yes,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"10,000 or more employees",Linux;Windows,Woman,"Information systems, information technology, or system administration"
46868.0,Yes,27.0,Monthly,236000.0,Pakistan,PKR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Yes,No,No,Go for a walk or other physical activity;Watch help / tutorial videos,20 to 99 employees,AWS;Google Cloud Platform;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
46891.0,Yes,33.0,Monthly,33500.0,Romania,RON,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very dissatisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,"5,000 to 9,999 employees",AWS;Docker;Windows,Man,"Computer science, computer engineering, or software engineering"
46892.0,Yes,25.0,Monthly,3500.0,Finland,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,Not sure,Every few months,,No,Yes,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,20 to 99 employees,Android;iOS;WordPress,Man,"Computer science, computer engineering, or software engineering"
46898.0,Yes,,Monthly,2300.0,Romania,RON,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,No,Once every few years,Not sure,No,Yes,Visit Stack Overflow;Do other work and come back later,2 to 9 employees,Android;Windows,Man,"A business discipline (such as accounting, finance, marketing, etc.)"
46905.0,Yes,48.0,Monthly,35000.0,South Africa,ZAR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed part-time,Very satisfied,Yes,Once every few years,No,No,No,Visit Stack Overflow,10 to 19 employees,Android;iOS;Linux;Windows,Woman,"Computer science, computer engineering, or software engineering"
46943.0,Yes,32.0,Monthly,5400.0,Netherlands,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,,Not sure,Yes,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,20 to 99 employees,Docker;Google Cloud Platform;Kubernetes,Woman,"Computer science, computer engineering, or software engineering"
46985.0,Yes,25.0,Yearly,3220000.0,Russian Federation,RUB,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,"10,000 or more employees",Docker;Kubernetes;Linux;MacOS;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
47005.0,Yes,35.0,Yearly,68000.0,Germany,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,Yes,,Yes,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,20 to 99 employees,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS,Woman,"Information systems, information technology, or system administration"
47014.0,Yes,24.0,Monthly,2900.0,Austria,EUR,"Associate degree (A.A., A.S., etc.)",Employed full-time,Neither satisfied nor dissatisfied,No,Every few months,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,"1,000 to 4,999 employees",Linux;Raspberry Pi;Windows,Man,"Information systems, information technology, or system administration"
47016.0,No,55.0,Monthly,10000.0,Croatia,HRK,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once a year,Not sure,No,No,Visit Stack Overflow;Watch help / tutorial videos,20 to 99 employees,Docker;Kubernetes;Windows,Woman,Mathematics or statistics
47017.0,Yes,40.0,Yearly,100000.0,Netherlands,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,,Once every few years,Yes,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,100 to 499 employees,AWS;Docker;Windows,Man,"Computer science, computer engineering, or software engineering"
47024.0,Yes,32.0,Yearly,500000.0,Norway,NOK,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,2 to 9 employees,Docker;Google Cloud Platform;Kubernetes;MacOS;Microsoft Azure,Man,"Computer science, computer engineering, or software engineering"
47029.0,Yes,35.0,Yearly,2100000.0,India,INR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Every few months,No,Yes,No,Visit Stack Overflow;Watch help / tutorial videos;Visit another developer community (please name):,20 to 99 employees,AWS;Docker;Linux;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
47095.0,No,63.0,Yearly,50000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Not sure,Every few months,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,Windows,Woman,"Computer science, computer engineering, or software engineering"
47119.0,Yes,35.0,Yearly,50000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Yes,Yes,No,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,,Woman,"Computer science, computer engineering, or software engineering"
47124.0,No,25.0,Yearly,10000000.0,Hungary,HUF,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,"1,000 to 4,999 employees",AWS;Docker;Microsoft Azure;Slack Apps and Integrations;Windows,Man,"Computer science, computer engineering, or software engineering"
47128.0,No,30.0,Yearly,660000.0,Norway,NOK,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,,Yes,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,"5,000 to 9,999 employees",AWS;Docker;Heroku;MacOS,Woman,"Computer science, computer engineering, or software engineering"
47174.0,Yes,45.0,Yearly,620000.0,Sweden,SEK,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,Yes,Every few months,No,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos,"1,000 to 4,999 employees",Android;Arduino;AWS;Docker;Microsoft Azure,Woman,"A natural science (such as biology, chemistry, physics, etc.)"
47192.0,Yes,33.0,Yearly,40000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once every few years,No,Yes,Yes,Visit Stack Overflow;Watch help / tutorial videos,100 to 499 employees,Docker;Microsoft Azure;Raspberry Pi,Man,Mathematics or statistics
47198.0,Yes,27.0,Monthly,30000.0,India,INR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very dissatisfied,No,Once a year,Yes,Yes,Yes,Visit Stack Overflow;Visit another developer community (please name):,10 to 19 employees,,Man,"Computer science, computer engineering, or software engineering"
47208.0,Yes,45.0,Yearly,60000.0,France,EUR,"Professional degree (JD, MD, etc.)",Employed full-time,Slightly dissatisfied,No,Once a year,Not sure,No,Yes,Visit Stack Overflow,20 to 99 employees,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Microsoft Azure;Raspberry Pi,Woman,Mathematics or statistics
,Yes,24.0,Yearly,37000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very dissatisfied,Yes,Every few months,Yes,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Panic;Watch help / tutorial videos;Do other work and come back later,100 to 499 employees,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS;Microsoft Azure;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
47215.0,Yes,29.0,Yearly,55000.0,United Kingdom,GBP,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Neither satisfied nor dissatisfied,Not sure,Once a year,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Panic,100 to 499 employees,Arduino;AWS;Google Cloud Platform;Kubernetes;Linux;Raspberry Pi;Slack Apps and Integrations,Man,"Computer science, computer engineering, or software engineering"
47275.0,Yes,22.0,Yearly,41000.0,Germany,EUR,"Associate degree (A.A., A.S., etc.)",Employed full-time,Slightly satisfied,No,Every few months,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,100 to 499 employees,Docker;Heroku;Kubernetes;Windows,Man,"Computer science, computer engineering, or software engineering"
47277.0,Yes,41.0,Monthly,80000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly dissatisfied,No,Once every few years,Not sure,Yes,Yes,Call a coworker or friend;Go for a walk or other physical activity,20 to 99 employees,Android;AWS;Docker;Kubernetes;Linux,Man,"Computer science, computer engineering, or software engineering"
47285.0,No,41.0,Yearly,44000.0,United Kingdom,GBP,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,,Man,Web development or web design
47289.0,Yes,39.0,Yearly,51000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once a year,Not sure,Yes,No,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,2 to 9 employees,AWS;Docker;Kubernetes;Linux;MacOS,Woman,"A natural science (such as biology, chemistry, physics, etc.)"
47290.0,No,39.0,Monthly,15000.0,Poland,PLN,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly satisfied,No,Every few months,No,Yes,No,Call a coworker or friend;Visit Stack Overflow,20 to 99 employees,Docker;Kubernetes;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
47291.0,Yes,24.0,Yearly,35000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,Very satisfied,No,Once a year,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Do other work and come back later,20 to 99 employees,Android;MacOS;Windows,Woman,"Computer science, computer engineering, or software engineering"
47292.0,Yes,33.0,Yearly,39000.0,Spain,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Once a year,No,No,No,Meditate;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,500 to 999 employees,Android;Docker;Linux;Microsoft Azure;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
47318.0,Yes,28.0,Yearly,575000.0,Norway,NOK,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,No,Once a year,Not sure,No,No,Visit Stack Overflow,20 to 99 employees,Docker;Linux;Microsoft Azure;Windows,Woman,"Computer science, computer engineering, or software engineering"
47319.0,Yes,,Monthly,77000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,Yes,Every few months,Not sure,Yes,No,Visit Stack Overflow,100 to 499 employees,Arduino;Docker;Kubernetes;Linux;MacOS;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
47329.0,Yes,38.0,Yearly,48000.0,United Kingdom,GBP,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Once every few years,Not sure,Yes,No,Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,"1,000 to 4,999 employees",AWS;Slack Apps and Integrations;Windows,Woman,"Computer science, computer engineering, or software engineering"
47330.0,Yes,31.0,Yearly,60000.0,Germany,EUR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,Very satisfied,Yes,Every few months,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,500 to 999 employees,AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Microsoft Azure,Woman,"Computer science, computer engineering, or software engineering"
47344.0,Yes,24.0,Monthly,2200.0,France,EUR,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,Once a year,,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later,10 to 19 employees,Android;AWS;Docker;Linux;Microsoft Azure;Raspberry Pi;Windows,Woman,Mathematics or statistics
,Yes,28.0,Monthly,80000.0,India,INR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Neither satisfied nor dissatisfied,No,Once a year,Yes,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Visit another developer community (please name):,10 to 19 employees,Android;AWS;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Windows,Woman,"Computer science, computer engineering, or software engineering"
47384.0,Yes,,Yearly,24000.0,Spain,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Once every few years,Not sure,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,10 to 19 employees,Arduino;Microsoft Azure;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
47409.0,No,35.0,Monthly,90000000.0,Iran,IRR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Slightly dissatisfied,Yes,Once a year,No,Yes,No,Visit Stack Overflow,20 to 99 employees,,Woman,"Computer science, computer engineering, or software engineering"
47428.0,Yes,30.0,Yearly,32000.0,Italy,EUR,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,No,,No,Yes,No,Call a coworker or friend;Visit Stack Overflow,10 to 19 employees,Microsoft Azure;Windows,Man,"Computer science, computer engineering, or software engineering"
47433.0,Yes,31.0,Monthly,700.0,Austria,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed part-time,Slightly satisfied,Not sure,Once every few years,Yes,Yes,No,,"10,000 or more employees",Docker;Linux;Raspberry Pi;Windows;WordPress,Man,"A social science (such as anthropology, psychology, political science, etc.)"
47448.0,Yes,30.0,Yearly,680000.0,South Africa,ZAR,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed full-time,Very satisfied,Yes,Once every few years,Not sure,Yes,No,Visit Stack Overflow;Do other work and come back later,10 to 19 employees,Linux;Microsoft Azure,Woman,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
47459.0,Yes,27.0,Monthly,3100.0,Belgium,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,Every few months,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,20 to 99 employees,Android;Arduino;AWS;Docker;Heroku;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,Woman,"Computer science, computer engineering, or software engineering"
47464.0,Yes,45.0,Yearly,170000.0,Brazil,BRL,"Associate degree (A.A., A.S., etc.)",Employed full-time,Very satisfied,No,Every few months,No,No,No,Play games;Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity,"5,000 to 9,999 employees",AWS;Docker;Kubernetes;Linux;Slack Apps and Integrations,Woman,"Information systems, information technology, or system administration"
47483.0,Yes,,Monthly,2800.0,Austria,EUR,Some college/university study without earning a degree,Employed full-time,Slightly satisfied,Not sure,Every few months,No,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,"1,000 to 4,999 employees",Android;Arduino;Docker;Linux;Windows,Man,"Computer science, computer engineering, or software engineering"
47510.0,,41.0,Yearly,1400000.0,Argentina,ARS,Some college/university study without earning a degree,Employed full-time,Slightly dissatisfied,No,Every few months,No,No,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Watch help / tutorial videos;Do other work and come back later;Visit another developer community (please name):,100 to 499 employees,AWS;Docker;Linux;Windows,Woman,"Computer science, computer engineering, or software engineering"
47516.0,Yes,29.0,Yearly,30000.0,Italy,EUR,Some college/university study without earning a degree,Employed full-time,Very satisfied,Yes,Once a year,No,No,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,2 to 9 employees,Android;Arduino;Docker;Google Cloud Platform;Heroku;Kubernetes;MacOS;Raspberry Pi,Woman,"Computer science, computer engineering, or software engineering"
47531.0,Yes,40.0,Monthly,110000.0,Argentina,ARS,"Other doctoral degree (Ph.D., Ed.D., etc.)",Employed full-time,Slightly satisfied,No,Every few months,Not sure,No,Yes,Visit Stack Overflow,100 to 499 employees,Arduino;iOS;Linux;MacOS;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
47551.0,Yes,27.0,Yearly,95000.0,United States,USD,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,Yes,Once a year,Not sure,Yes,Yes,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,"5,000 to 9,999 employees",AWS;Docker;iOS;Linux;MacOS;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,Man,"Information systems, information technology, or system administration"
,Yes,31.0,Yearly,65000.0,Germany,EUR,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Very satisfied,No,Every few months,Yes,No,Yes,Visit Stack Overflow;Go for a walk or other physical activity,100 to 499 employees,AWS;Docker;Heroku;Linux,Woman,I never declared a major
47578.0,Yes,31.0,Monthly,90000.0,Uruguay,UYU,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed full-time,Slightly satisfied,No,,Not sure,Yes,No,Call a coworker or friend;Visit Stack Overflow;Watch help / tutorial videos,10 to 19 employees,Arduino;AWS;Docker;Google Cloud Platform;Linux;Raspberry Pi,Man,"Computer science, computer engineering, or software engineering"
